"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",1359,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",928,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",1379,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",1301,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",1243,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",1319,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",1322.667,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",47,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",1035,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",1453,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",1130,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",1227,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",1169,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",1215,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",1201.667,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",459,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",545,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",569,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",611,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",641,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",693,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",819,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",427,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",503,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",513,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",573,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",591,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",664,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",773,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",32,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",42,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",56,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",38,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",50,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",29,,
"LUX","Luxembourg","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",46,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"o","Missing value"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"LUX","Luxembourg","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",128429,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",142633,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",155655,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",170843,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",174211,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",168953,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",168839,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",5914,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",5011,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",4048,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",4384,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",5084,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",5656,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",4681,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",128429,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",142633,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",155655,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",170843,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",174211,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",168953,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",168839,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",5914,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",5011,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",4048,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",4384,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",5084,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",5656,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",4681,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",0,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
