"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",1017,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",1008,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",1048,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",5073,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",6367,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",6776,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",7118,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",8283,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",54666,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",55952,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",56823,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",57309,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",54905,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",55281,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",55213,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",215,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",260,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",273,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",420,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",408,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",454,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",458,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",491,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",36295,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",40137,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",40887,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",40789,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",39171,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",39738,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",39707,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",76,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",80,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",78,,
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",223,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",198,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",207,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",193,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",242,,
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"k","Data included in another category"
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",18371,,
"AUS","Australia","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",15815,,
